ID,MARKETING_CODE,STATUS_PANTINUM,STATUS_GOLD,STATUS_SILVER,NUM_DEAL,LAST_DEAL,ADVANCE_PURCHASE,FARE_L_Y1,FARE_L_Y2,FARE_L_Y3,FARE_L_Y4,FARE_L_Y5,KM_L_Y1,KM_L_Y2,KM_L_Y3,KM_L_Y4,KM_L_Y5,CHANGE_CAR,DELAYED_CAR,CALL_CENTER_FLAG,VIP_SERVICE,BUYER_FLAG
5597,2,0,1,0,6,48,22,287,280,287,285,297,316.9,287.9,326.3,327.9,271.9,0,0,0,1,0
5598,5,0,0,0,3,52,16,162,187,162,154,158,125.1,149.6,148.3,132.1,108.7,0,0,0,0,0
5599,2,0,0,0,8,20,27,143,147,149,143,136,131.7,177.1,159,176.3,136.3,0,0,0,0,0
5600,4,0,0,0,2,84,21,159,173,173,167,166,152.9,135.2,90,96.3,101.1,0,0,0,0,0
5601,1,0,0,0,2,64,14,105,133,136,123,121,156.6,139,112.6,99.9,82.1,0,0,0,0,0
5602,3,0,0,0,4,40,14,155,152,156,150,140,123.3,130.9,165.1,165.6,184.6,0,0,0,0,0
5603,3,0,0,0,4,40,14,150,157,162,149,136,75,64.7,79.9,123.8,135.6,0,0,0,0,0
5604,3,0,0,0,3,40,17,121,122,118,120,120,173.7,145,134.5,118,117.3,0,0,0,0,0
5605,4,0,0,1,3,76,25,224,216,216,216,220,194.1,237.8,194,228.5,244.3,0,0,0,0,1
5606,4,0,0,1,1,256,28,241,256,265,254,253,280.3,256.4,261.4,289.6,329.5,0,0,0,0,0
5607,3,0,0,0,6,32,22,174,174,185,192,187,164.4,182.7,157.3,174.8,161.8,0,0,0,0,0
5608,4,0,0,1,3,100,24,322,311,293,290,293,297.4,301.7,269.1,282,285.9,0,0,0,0,0
5609,3,0,0,0,5,36,23,174,176,165,172,178,130.3,166.2,176.7,204.7,188.1,0,0,0,0,0
5610,5,0,0,0,3,76,24,210,225,215,221,215,197.6,176.2,185,177.8,224.3,0,0,0,0,0
5611,4,0,0,0,3,48,17,135,140,142,154,154,142.5,155.2,190.1,236.5,218.6,0,1,0,0,0
5612,1,0,0,0,4,32,23,135,129,133,128,130,126.7,162.1,134.9,190.1,122.2,0,0,0,0,0
5613,4,0,0,1,6,28,26,159,136,146,151,157,214.3,226.6,200.6,186.9,192.1,0,0,0,0,1
5614,1,0,0,0,5,28,22,142,133,138,135,143,98.5,144.6,138,92.3,92.6,0,0,0,0,0
5615,2,0,0,0,6,28,23,157,162,165,172,166,167.4,185.5,193.7,167.9,163.2,0,1,0,0,0
5616,4,0,0,0,3,64,16,192,189,186,184,186,220.1,182.1,199.2,188.8,182.8,0,1,0,0,0
5617,5,0,0,0,3,36,20,197,215,182,160,101,227.9,149.6,140.9,173.5,150.5,0,0,0,0,0
5618,4,0,0,0,1,148,21,152,158,148,146,156,189.3,166.4,170.7,167.9,166.1,0,0,0,0,0
5619,1,0,0,0,4,36,18,139,134,141,138,141,131.7,109.7,148.7,148.5,151.3,0,0,0,0,0
5620,1,0,0,0,3,44,21,133,123,123,112,120,132.1,126.9,106,86.2,81.9,0,0,0,0,0
5621,4,0,0,0,1,176,24,167,166,170,174,172,185.6,140.3,175.8,132.4,149.4,0,0,0,0,0
5622,5,0,0,0,3,64,18,183,186,187,190,189,182.2,169.1,173,228.3,229.3,0,0,0,0,0
5623,5,0,0,0,4,36,17,143,146,143,143,138,154.4,106.3,82.5,95.5,113.2,0,0,0,0,0
5624,3,0,0,0,1,136,33,134,121,128,133,128,124.8,113.9,167.3,152.9,151.3,0,0,0,0,0
5625,2,0,0,0,4,36,17,144,145,140,142,141,121.7,125,139.6,133.7,137.2,0,0,0,0,0
5626,4,0,0,0,0,0,16,169,159,160,175,184,189.3,154.9,151.7,180.3,166.4,0,1,0,0,0
5627,4,0,0,0,3,60,22,169,169,177,178,173,142.8,151.7,182.3,168.4,163.1,0,0,0,0,0
5628,5,0,0,0,6,24,18,142,126,126,134,135,98.3,91.8,56.1,44.9,74.8,0,0,0,0,0
5629,2,0,0,0,3,40,20,118,145,150,120,128,161.6,161.8,109.1,126.1,134.8,0,0,0,0,1
5630,2,0,1,0,4,84,38,327,323,313,317,325,310.7,333.8,329.2,286.3,291.8,0,0,0,1,0
5631,3,0,0,0,2,68,18,129,133,122,120,126,92.7,122.6,99,89.3,103.6,0,0,0,0,0
5632,1,0,0,0,4,40,27,149,149,146,149,145,121.8,170,156.4,140.4,191.1,0,0,0,0,0
5633,3,0,0,1,9,24,25,212,217,219,214,203,204.5,226,211.9,232.3,181.7,1,0,0,1,1
5634,2,0,0,0,5,36,22,185,176,182,173,171,193,167.5,148.5,167.9,191.3,0,0,0,0,1
5635,2,0,0,1,6,40,18,211,218,224,227,230,237.5,196.6,234.9,273.9,254.9,0,0,0,1,0
5636,1,0,0,1,3,92,30,178,204,239,250,272,247.4,242.4,232.3,290.8,249.9,1,0,0,0,0
5637,5,0,0,0,9,20,21,156,148,151,142,135,161.4,129.4,132.5,170.4,132.6,0,0,0,0,0
5638,4,0,0,1,2,120,16,229,232,233,218,234,191.2,179.6,254.2,293.7,295.8,1,0,0,0,0
5639,1,0,0,0,3,48,20,133,135,137,137,131,140.2,150.6,144.2,124.4,110.8,0,1,0,0,0
5640,3,0,0,1,4,80,27,319,298,320,324,297,258.4,297.5,271.4,281.4,246.7,0,0,0,1,0
5641,3,0,0,0,7,20,21,127,125,124,125,132,166.3,143.3,78.3,154,127.4,0,0,0,0,0
5642,5,0,0,0,5,36,23,187,164,166,174,181,187.9,188.5,146,176.5,187.7,0,0,0,0,0
5643,1,0,0,1,5,44,14,215,210,217,207,214,215.6,202.3,249.2,217.3,205.1,0,0,0,1,0
5644,1,0,0,0,3,76,17,224,222,214,219,212,197.2,198.5,201.8,139.4,168.9,0,1,0,0,0
5645,4,0,1,0,4,84,31,325,329,334,336,343,361.1,374.8,368.8,348.7,332.1,0,0,0,1,0
5646,2,0,0,0,3,60,24,171,175,175,173,172,225.2,197.6,213.3,161,147.7,0,0,0,0,0
5647,3,0,0,0,5,36,24,182,187,178,175,175,208.5,191.1,177,209.3,206.3,0,0,0,0,0
5648,1,0,1,0,7,48,26,331,333,331,322,317,314.2,281,301.7,327.5,277.9,0,0,0,1,0
5649,4,0,0,1,4,56,23,204,211,211,202,203,202,223.7,201,232.6,201.7,0,0,0,0,1
5650,5,0,0,0,4,44,18,169,180,181,169,150,150.2,131,182.1,154.1,141.4,0,0,0,0,0
5651,3,0,0,1,1,256,24,242,254,253,250,257,178.5,237.4,240.9,268,306.5,0,0,0,0,0
5652,4,0,0,0,5,28,18,141,130,132,123,131,112.4,115.5,94.4,129.8,152.8,0,0,0,0,0
5653,3,0,0,0,1,184,19,194,195,183,170,182,129.3,139.3,153.9,182.4,187.5,0,0,0,0,0
5654,1,0,0,0,1,144,18,135,139,146,142,132,74,25.6,43.7,85.1,55.6,0,0,0,0,0
5655,1,0,0,0,3,44,7,134,131,128,129,134,127.7,111.2,124.7,127.8,126.2,0,0,0,0,0
5656,3,0,0,0,1,184,25,179,189,181,184,180,163.1,185.1,185.6,190.2,193.3,0,1,0,0,0
5657,1,0,0,0,5,36,14,163,175,170,159,162,176.5,173.5,156.5,151.9,159.4,0,0,0,0,0
5658,2,0,0,0,1,132,23,147,145,136,134,130,40.8,63.2,67.4,60.6,68.6,0,0,0,0,0
5659,4,0,0,0,7,32,19,190,200,181,193,173,172.1,173.7,147.5,128,158.2,0,0,0,0,0
5660,5,0,0,0,1,124,19,117,122,123,119,142,127.1,170,142.3,141.9,148.2,0,0,0,0,0
5661,1,0,0,0,3,76,18,220,224,231,203,204,89.4,96.3,128.5,152.6,173.7,0,0,0,0,1
5662,3,0,0,0,3,48,19,144,139,135,136,140,140.1,125.4,130.7,141.4,149.6,0,0,0,0,0
5663,4,0,0,0,5,36,23,154,170,165,173,173,116.2,97.2,110.3,132.8,129.5,0,0,0,0,0
5664,1,0,0,0,2,96,24,190,186,181,178,154,202.7,201.2,158.7,154.3,125.9,0,0,0,0,1
5665,1,0,0,0,6,24,9,125,124,122,119,112,101.1,97.1,87.8,43.7,39.5,0,0,0,0,0
5666,1,0,0,0,7,0,19,123,110,114,114,110,169.3,163.4,167.6,134.2,132.4,0,0,0,0,0
5667,5,0,0,0,4,36,19,154,146,146,135,125,113.4,130.8,94.4,119.3,109.8,0,0,0,0,1
5668,3,0,0,0,4,40,15,145,143,139,139,139,172.9,166.4,171.1,174.8,144.8,0,0,0,0,0
5669,4,0,0,0,6,32,21,169,165,160,163,159,154.4,156.4,144.6,117.2,145.7,0,1,0,0,0
5670,2,0,0,0,2,76,19,150,151,139,130,133,213.5,164.8,146.5,125.3,87.5,0,0,0,0,0
5671,1,0,0,0,3,56,16,147,130,153,157,169,191.1,178.5,177.2,207.4,227.3,0,0,0,0,0
5672,3,0,0,0,5,32,20,172,162,156,152,156,207.5,239.8,177.5,173.3,119.8,0,0,0,0,0
5673,1,0,0,1,5,36,22,187,189,188,177,192,215.9,219.2,214.7,221.9,197.2,0,0,0,0,0
5674,1,0,0,1,4,72,28,284,276,286,279,283,270,261.5,273.4,302.4,273.6,0,0,0,1,0
5675,5,0,0,0,4,52,31,215,205,199,185,183,181.4,151.2,152.1,197,138.2,0,0,0,0,0
5676,2,0,0,0,6,28,26,163,169,172,170,165,159.4,132.4,159.3,123.2,127.2,0,0,0,0,0
5677,2,0,0,0,6,24,21,132,122,121,122,129,112.4,104.3,137.8,120.6,71.4,0,0,0,0,0
5678,2,0,0,0,10,0,17,136,136,142,140,151,109.7,94.1,113.1,100.7,148.2,0,0,0,0,0
5679,3,0,0,0,1,152,15,151,160,165,172,171,161.1,127.2,128.3,174,160,0,1,0,0,0
5680,5,0,0,0,0,0,25,175,178,185,182,179,145.7,139.1,126.3,177.3,176.4,0,0,0,0,0
5681,3,0,0,0,8,20,26,149,144,166,165,158,197.7,198.7,199.1,189.7,151.4,0,0,0,0,0
5682,3,0,0,0,9,0,19,134,143,137,131,131,193.9,224,213.2,161.6,122.3,0,0,0,0,0
5683,3,0,0,0,1,144,23,142,144,142,142,144,93.6,97.2,137.3,155.2,151.6,0,1,0,0,0
5684,3,0,0,0,3,44,13,137,132,132,132,139,143.6,121.6,119.6,125.6,135.4,0,0,0,0,0
5685,4,0,0,0,2,76,19,143,156,142,148,142,149.1,113.9,123.3,164.2,174.4,0,0,0,0,0
5686,3,0,0,0,3,48,13,135,140,130,133,129,180.8,150.3,173.7,171.8,194.7,0,0,0,0,0
5687,3,0,0,0,5,36,19,168,176,175,183,179,113,104.1,101.8,152.5,177.7,0,0,0,0,0
5688,5,0,0,0,6,28,19,152,159,151,136,134,130.1,101.9,129.4,113.3,106.7,0,0,0,0,0
5689,4,0,0,0,3,48,19,126,139,134,139,122,154,164.5,190,149,119.4,0,0,0,0,0
5690,4,0,0,0,4,36,24,142,141,142,138,144,83.3,131.2,168.5,144.2,150.8,0,0,0,0,0
5691,4,0,0,0,3,60,24,183,188,175,166,170,174,186.6,164.1,124.1,134.5,0,0,0,0,0
5692,5,0,0,0,6,24,19,133,133,133,129,122,145.6,143.3,131.2,154.1,170.2,0,0,0,0,0
5693,3,0,0,0,2,96,19,189,183,190,187,185,158.7,183.1,137.2,145.5,173.8,0,0,0,0,0
5694,4,0,0,0,7,20,15,131,143,141,130,125,145.6,102.3,122.3,110.8,136.6,0,0,0,0,0
5695,4,0,0,0,3,64,18,179,179,190,184,187,162.3,178.5,196.2,169,174.6,0,0,0,0,0
5696,3,0,0,0,4,40,29,124,123,125,144,153,171.9,132.7,100.3,109.3,128.7,0,0,0,0,0
5697,3,0,0,0,2,108,21,207,209,188,190,193,202.6,135.3,161.2,158.5,125.5,0,0,0,0,0
5698,4,0,1,0,4,68,20,269,269,264,259,260,306.6,310,293.5,341.9,347.1,1,0,0,1,0
5699,2,0,0,0,6,24,16,138,127,131,127,129,82,122.5,87.9,79.2,105.5,0,0,0,0,0
5700,2,0,0,0,2,72,12,130,132,132,137,148,181.6,176.6,162.5,157.6,172.1,0,0,0,0,0
5701,1,0,0,1,2,148,27,310,280,290,292,289,287,292.1,270,263.4,271.9,0,0,0,0,0
5702,1,0,0,0,3,68,21,184,173,201,183,192,139.8,153.9,127.1,170,193.8,0,0,0,0,0
5703,2,0,0,0,7,28,31,174,167,165,167,182,140.1,151.3,149.3,157.9,181.6,0,0,0,0,0
5704,5,0,0,0,4,36,20,135,119,116,99,111,65,49.7,59.4,74.4,113.8,0,0,0,0,0
5705,4,0,0,0,4,36,18,135,135,137,133,136,128.4,121.2,164.2,186.3,118.5,0,0,0,0,0
5706,1,0,0,0,5,44,22,116,105,202,184,177,160.3,157.3,208.9,213.7,209.4,0,0,0,0,0
5707,3,0,0,0,3,44,24,126,123,115,122,122,168.5,148.9,150,190.6,146.1,0,0,0,0,0
5708,4,0,0,1,5,48,22,221,208,213,222,220,253.8,227.4,215.3,249.2,230.7,0,0,0,1,0
5709,5,0,0,1,2,108,18,216,215,213,228,225,154,223.7,239.5,224.6,212.7,0,0,0,0,0
5710,5,0,0,0,2,68,12,149,141,157,133,121,159.8,162.3,117,128.1,80.2,0,0,0,0,0
5711,3,0,0,1,4,56,16,213,210,217,220,220,284.2,235.6,229.1,251.4,258.1,0,0,0,1,1
5712,2,0,0,0,2,88,24,175,175,179,169,172,159.1,152.2,184.2,159.4,178.6,0,0,0,0,0
5713,2,0,0,1,3,80,21,232,232,220,238,243,199.6,217.7,197.3,228.4,250.3,0,0,0,0,0
5714,1,0,0,0,1,136,18,136,131,130,133,133,100.8,133.5,109.7,107.9,120.7,0,0,0,0,1
5715,2,0,0,1,4,64,28,149,228,242,220,206,251,216.4,191.6,197.9,184.5,0,0,1,1,1
5716,4,0,0,1,5,40,24,184,197,207,202,212,213.8,234.2,209.1,228.6,237.4,0,0,0,0,0
5717,3,0,0,0,4,56,26,210,216,219,216,214,157.9,192.9,217.4,197.3,208.8,0,0,0,0,0
5718,4,0,0,0,4,36,22,148,129,154,137,140,158.8,162.4,152.4,151.7,169.4,0,0,0,0,0
5719,4,0,0,0,7,24,19,144,141,138,134,128,127.2,112.6,94.1,92.8,125.6,0,1,0,0,1
5720,2,0,0,0,6,24,10,135,135,135,136,139,160.6,180.7,178.4,162.1,126.8,0,0,0,0,0
5721,4,1,0,0,3,108,27,313,285,353,316,349,432.6,394.3,373.4,410.4,401.6,0,1,0,1,0
5722,5,0,0,0,3,52,18,168,170,169,158,155,138.4,155.7,185.7,162.4,128.3,0,0,0,0,0
5723,1,0,0,0,6,24,19,137,135,112,131,114,122.6,94.6,74.7,87.9,107.1,0,0,0,0,1
5724,5,0,0,0,7,32,22,213,215,208,216,197,187.8,189.7,206.5,170.1,175.2,1,0,0,0,0
5725,4,0,0,0,5,36,26,170,162,166,161,168,164.9,136.7,190.7,129.6,131.4,0,0,0,0,0
5726,1,0,0,1,5,52,27,242,240,250,247,249,268.9,259.7,251.4,219.7,219.7,0,0,0,0,0
5727,4,0,0,0,4,36,13,139,132,129,128,130,146.1,159.4,164.2,136,127.2,0,0,0,0,1
5728,3,0,0,1,3,88,29,256,268,260,262,256,206.1,198.5,174.4,255.5,260.1,1,0,0,0,0
5729,4,0,1,0,4,80,17,249,294,292,274,319,261.8,343.8,317.3,349.7,329.7,0,0,0,1,0
5730,2,0,0,0,4,32,19,128,122,139,127,115,66.2,126.8,157.1,141.8,116.7,0,1,0,0,0
5731,3,0,0,0,5,40,22,181,182,173,155,171,199.6,165.5,182,182.8,152.2,0,0,0,0,1
5732,5,0,0,0,5,28,22,130,114,143,130,125,176.5,138.2,134.4,57.2,93.3,0,0,0,0,0
5733,5,0,0,0,5,28,27,125,132,139,137,134,137.6,126.1,165.1,183.6,181.5,0,0,0,0,0
5734,3,0,0,0,8,28,27,207,216,216,213,213,233.7,193.6,167.1,178.5,209.3,0,0,0,0,0
5735,1,0,0,0,6,24,18,152,135,135,131,128,144.3,141.6,142.1,151.3,103.3,0,0,0,0,0
5736,1,0,0,0,3,56,20,170,158,160,142,140,179.8,148.6,139.1,163.3,178.1,0,0,0,0,0
5737,5,0,0,0,9,0,17,121,142,140,148,138,145.9,112.7,111.7,135.6,145.4,0,0,0,0,0
5738,4,0,0,1,5,44,30,215,216,210,219,233,146.2,176.9,187.2,250.6,272,1,0,0,0,1
5739,2,0,0,0,10,0,23,122,129,125,123,108,82.3,103.4,104.7,96,102.9,0,1,0,0,0
5740,5,0,0,0,5,24,21,174,145,107,99,75,135,108.3,130.2,112.2,73.4,0,0,0,0,0
5741,3,0,0,0,4,40,20,142,141,153,151,141,189.5,169.9,156.5,152,162.9,0,0,0,0,0
5742,3,0,0,0,3,60,20,170,170,182,186,167,181.9,198.8,135.4,120.4,117.2,0,0,0,0,0
5743,3,0,0,0,3,48,18,138,139,136,139,138,136.7,131.9,165,167.5,150.6,0,0,0,0,0
5744,2,0,0,0,5,36,24,185,243,246,218,169,159.4,154.6,120.3,109.6,163.3,0,0,0,0,0
5745,4,0,0,0,6,32,19,160,174,180,180,178,116.8,163.9,169.6,164.8,178.6,0,1,0,0,0
5746,2,0,0,0,5,28,16,129,134,123,120,123,119.1,130.2,93,89.4,102.3,0,0,0,0,0
5747,2,0,0,0,6,28,20,154,158,146,158,159,42.6,85,50.5,86.7,161.6,0,0,0,0,0
5748,3,1,0,0,3,144,23,425,371,435,462,453,460.7,428,384.1,401.9,431.6,0,0,0,1,1
5749,3,0,0,0,4,48,21,177,172,164,167,164,141.7,142.9,147,164.6,143.9,0,0,0,0,0
5750,3,0,0,0,5,24,17,110,119,131,134,113,155.7,118.5,112.6,148.7,82.5,0,0,0,0,0
5751,5,0,0,0,2,92,20,177,182,185,177,186,159.7,175.7,178,205.6,223.1,0,0,0,0,0
5752,1,0,0,1,5,40,23,197,189,192,186,186,237.8,245.6,233.1,197.2,242.4,0,0,0,0,0
5753,2,0,0,1,4,68,25,264,252,264,251,249,280.6,265.2,255.5,241.2,220.4,0,0,0,1,1
5754,5,0,0,1,3,64,22,181,184,187,185,179,177.9,213.8,227.8,260.7,230.2,0,0,0,1,0
5755,5,0,0,1,6,40,19,237,232,238,243,248,263.2,294.4,255,255.9,225.6,0,0,0,0,0
5756,4,0,1,0,5,60,23,281,282,295,298,314,283.3,307.8,295,344.6,330.9,0,0,0,1,0
5757,2,0,0,1,4,68,21,264,264,260,259,255,257.9,284.7,304.8,276.3,249.5,0,0,0,0,0
5758,5,0,0,0,4,40,22,146,144,134,135,144,186.8,121.5,64.3,126.9,127,0,0,0,0,0
5759,5,0,0,0,4,36,16,123,126,132,131,136,104.7,151.4,146.5,141,114.5,0,0,0,0,0
5760,3,0,1,0,5,64,31,327,316,321,309,313,301.1,281.8,296.9,350.4,319.8,0,0,0,1,0
5761,3,0,0,1,2,136,27,272,268,271,265,259,289.5,260.2,280.2,275.1,294.7,0,0,0,1,1
5762,4,0,1,0,6,64,21,373,369,363,349,353,416.5,420.3,384.2,355.7,350.4,0,0,0,1,0
5763,5,0,0,0,1,144,22,141,177,195,215,187,218,192.6,179.9,152,209.1,0,0,0,0,0
5764,3,0,0,0,2,84,23,180,166,163,168,173,222,181.7,164.3,148,195,0,0,0,0,0
5765,3,0,0,0,4,36,20,137,135,130,134,142,160.9,189.4,211.3,178.2,214.8,0,0,0,0,0
5766,5,0,0,0,8,20,17,137,138,137,145,129,161.3,163,158.5,194.8,180.2,0,1,0,0,1
5767,3,0,0,0,4,44,19,176,176,178,177,161,117.3,136.1,148.2,149.3,116,0,1,0,0,0
5768,2,0,0,0,5,28,20,137,137,130,137,141,216.1,195.3,140.4,167.8,207.1,0,1,0,0,0
5769,3,0,0,1,3,92,27,258,275,265,272,286,212.8,257.1,266.2,256.9,270.2,0,0,0,0,0
5770,2,0,0,0,2,72,26,145,140,135,142,140,146.5,189.5,184.2,215.8,183.5,0,0,0,0,0
5771,4,0,0,1,7,36,28,250,253,252,241,242,222.4,238.1,262.5,222.4,220.4,0,0,0,0,0
5772,1,0,0,0,5,32,15,139,148,144,147,143,160.8,177.3,207.9,194.4,158.8,0,0,0,0,0
5773,3,0,0,1,4,64,24,251,243,247,243,225,256.5,276.8,211.2,239.2,214.9,1,0,0,1,1
5774,3,0,0,0,2,68,19,139,133,139,130,135,186.2,158.4,140.5,143.2,118.1,0,0,0,0,0
5775,1,0,0,0,2,72,21,137,134,137,150,137,141.4,121.9,113.5,131.7,149.5,0,0,0,0,0
5776,4,0,0,0,5,36,25,171,170,177,183,167,184.8,135.5,98,98.6,112.8,0,0,0,0,0
5777,5,0,0,0,3,48,13,134,135,139,141,147,139.8,169.4,170,188.1,170.7,0,0,0,0,0
5778,2,0,0,0,3,56,19,178,170,160,164,169,175.2,199.6,230.3,163,131.1,0,0,0,0,0
5779,5,0,0,1,5,52,28,252,264,259,256,257,232.4,236.2,213.5,252.1,243.6,1,0,0,0,1
5780,5,0,0,0,2,80,21,159,148,153,143,113,116.9,107.7,126.9,115.1,56.3,0,0,0,0,0
5781,3,0,0,0,5,28,23,126,129,124,125,124,167.5,170.7,157.2,114,109.4,0,0,0,0,0
5782,3,0,0,0,3,60,21,177,169,170,160,154,187.7,220.3,223.3,197.7,154.6,0,0,0,0,0
5783,5,0,0,0,5,40,16,199,190,187,191,202,242.7,223.7,172.1,166,179.1,0,1,0,0,0
5784,5,0,0,0,1,140,16,149,146,168,139,134,161.6,169.5,177.8,159.1,149.6,0,0,0,0,0
5785,4,0,1,0,1,324,28,331,321,320,314,319,290.3,303,313.5,304.4,325,0,0,0,1,0
5786,4,0,0,0,2,76,23,145,141,142,139,145,145.9,140.8,118.2,140.9,135,0,0,0,0,0
5787,2,0,0,1,6,40,17,280,258,242,229,220,301.1,288.6,276.4,229.8,201.7,0,0,0,0,0
5788,4,0,0,1,3,72,21,192,206,209,221,237,207,213.1,183.8,203.3,234.8,0,0,0,1,1
5789,2,0,0,0,4,36,24,136,125,137,134,120,61.3,60.9,123.2,89.3,120.4,0,0,0,0,0
5790,3,0,0,0,3,56,15,168,162,164,158,172,178.8,183,149.7,171,143.2,0,0,0,0,0
5791,1,0,0,0,7,20,22,125,131,139,135,137,176.6,149,124.2,163.4,163.4,0,0,0,0,0
5792,4,0,0,0,5,36,17,102,170,172,39,16,124.6,147.4,134.7,108.1,99,0,0,0,0,0
5793,5,0,0,1,3,76,23,206,227,215,214,217,238.2,189.7,228.8,204.3,175.3,0,0,0,0,0
5794,2,0,0,0,5,28,19,148,136,131,134,131,117.3,117,104.1,95.1,102.5,0,0,0,0,1
5795,3,0,0,0,2,88,19,182,184,171,171,171,158.1,160.7,156.3,168.9,197.9,0,0,0,0,0
5796,1,0,0,1,2,112,22,203,208,220,225,223,228.4,248.6,275.1,235.7,295.9,1,1,0,1,0
5797,2,0,0,0,1,152,20,147,131,136,146,151,122.9,109.8,125,186.3,171.6,0,0,0,0,0
5798,3,0,0,0,4,36,22,131,131,132,132,137,181.8,154.3,86.8,128.8,152.4,0,0,0,0,0
5799,3,0,0,0,3,44,9,128,129,136,126,124,162.1,166.5,160.5,170.5,135.4,0,0,0,0,0
5800,3,0,1,0,2,192,31,370,358,373,369,378,367.2,341.6,363.8,362.5,403,0,0,0,0,0
5801,1,0,0,0,1,140,22,137,116,94,100,99,128.6,137.3,159.7,116.7,88.8,0,0,0,0,1
5802,3,0,0,0,5,36,23,155,169,179,184,183,171.2,196.7,172.2,177.3,218,0,0,0,0,0
5803,2,0,0,0,3,48,16,127,136,117,126,127,104.7,128.1,111.8,150.3,148,0,0,0,0,0
5804,5,0,0,0,7,24,19,157,158,165,165,171,231.6,185.1,178.9,157.9,138.5,0,0,0,0,0
5805,4,0,0,0,2,84,19,168,181,161,146,132,133.2,122.5,113.7,113.7,129.6,0,0,0,0,0
5806,4,0,0,0,1,152,22,138,151,149,148,136,104.8,110,133.4,167.9,153.6,0,0,0,0,0
5807,1,0,0,1,2,112,22,215,215,210,213,222,192.7,191.6,212.6,233.4,223.7,0,0,0,0,0
5808,1,0,0,0,2,64,24,130,128,131,130,125,125.4,128.9,111,141.9,139.3,0,0,0,0,0
5809,3,0,0,0,4,40,16,170,169,171,159,145,115.5,96.9,136.5,123.6,78.7,0,0,0,0,0
5810,3,0,0,0,2,88,22,168,174,169,175,185,144.5,188.7,200.8,198.8,176.9,0,0,0,0,0
5811,4,0,0,0,6,24,18,137,144,137,131,125,115.6,111.1,90.4,108.9,122.9,0,0,0,0,0
5812,2,0,0,0,8,20,16,135,149,122,130,116,112.8,79.3,107.2,148.7,114.9,0,0,0,0,0
5813,4,0,0,0,1,204,19,205,211,202,206,201,127.9,152.3,130.7,139.5,147.6,0,0,0,0,0
5814,4,0,0,0,2,88,19,208,199,174,136,143,147.8,116.3,133.7,82.5,81.5,0,0,0,0,0
5815,5,0,1,0,3,112,27,334,341,340,334,330,324.7,326.1,332.9,323.5,364.2,0,0,0,1,0
5816,4,0,0,0,4,44,17,170,176,174,172,173,193.4,200.5,171.2,177.2,131.8,0,0,0,0,0
5817,1,0,0,0,2,68,14,149,139,131,127,130,165.5,158,168.7,153,129.5,0,0,0,0,0
5818,3,0,0,0,5,44,20,219,223,218,208,215,158.8,160.8,166.8,204.9,176.5,0,0,0,0,0
5819,1,0,1,0,2,172,23,314,317,316,332,343,294.5,318.3,309.9,309.4,345.9,0,0,0,0,0
5820,2,0,0,1,5,60,26,302,319,295,286,306,231.2,259.9,234.8,263.4,274.9,1,0,0,0,0
5821,5,0,0,0,8,24,18,183,183,172,168,170,206.9,148.9,143.7,163.9,147,0,0,0,0,0
5822,2,0,0,0,2,64,15,123,123,133,136,133,171.5,150.1,164.5,172.6,131.9,0,1,0,0,0
5823,4,0,0,1,5,44,23,207,201,196,195,209,237.2,227,226.2,237.6,195.7,0,0,0,0,1
5824,1,0,0,0,1,180,16,181,179,190,189,180,102.8,85.9,134.8,163.6,179.1,0,0,0,0,0
5825,2,0,1,0,2,168,22,327,328,333,330,345,336,392.8,369,384,411,0,0,0,1,0
5826,3,0,0,1,2,140,18,276,271,263,270,276,329.3,290.6,281,267.9,278,0,0,0,1,0
5827,1,0,0,0,4,32,19,126,116,124,128,130,93.3,123.2,111.7,71.7,99,0,0,0,0,0
5828,4,0,0,0,5,28,31,147,136,134,134,123,90,84.3,69.1,79.3,114.2,0,0,0,0,0
5829,3,0,0,0,6,20,23,135,120,127,128,135,105.8,123.1,100,96.4,147.8,0,0,0,0,0
5830,4,0,0,0,8,20,16,146,146,131,134,137,123.6,106.7,140.3,148.3,150.8,0,0,0,0,0
5831,2,0,0,1,4,52,15,207,187,201,231,212,238,253.8,216,184.6,219.5,0,0,0,1,1
5832,2,0,0,0,5,28,15,128,129,125,124,131,154.6,140.2,98.4,123.1,110.6,0,0,0,0,0
5833,1,0,0,0,4,32,18,123,128,90,101,108,95.2,131.6,124.4,124.3,102.8,0,0,0,0,1
5834,2,0,0,0,5,36,19,186,176,175,179,169,163.3,206.3,176.7,179,153.8,0,0,0,0,0
5835,1,0,0,1,1,224,24,220,221,224,227,225,224.1,199.6,233,255.5,255.4,0,0,0,0,0
5836,1,0,0,0,3,64,19,191,171,180,211,191,177.7,180.5,181.8,136.7,184.2,0,0,0,0,0
5837,1,0,0,0,3,64,18,215,164,149,168,189,212,184.3,142,174.6,203.8,0,0,0,0,0
5838,3,0,0,0,7,20,18,134,118,148,132,140,97.7,122,141.3,153.7,135.6,0,0,0,0,1
5839,1,0,0,1,5,60,27,292,290,289,284,289,314.8,259.2,287.7,289.4,277.4,1,0,0,1,0
5840,3,0,0,1,4,40,26,169,167,170,157,154,262.1,246.7,193.9,185.1,192.5,0,0,0,0,0
5841,1,0,0,0,4,32,21,127,119,115,115,117,93.3,101.5,62.1,71.4,26.8,0,0,0,0,0
